target_id,source_table,source_location,portfolio_set,model,statistic,published_value,published_decimals,uncertainty_type,uncertainty_value,tolerance_rule,notes
TBL6_HXZ4_lambda_M,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,q_factor,lambda_market,0.61,2,shanken_t_statistic,2.94,published_rounding,article row stub printed as '4' in the extracted text; model identified as HXZ4 from the populated factor columns and confirmed by the discussion on article p.948; article label HXZ4; risk price in %; t-ratio marked ***; */**/*** = 10%/5%/1% significance of the Shanken t-ratio
TBL6_HXZ4_lambda_M_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,q_factor,lambda_market,0.61,2,empirical_bootstrap_p_value,0.001,published_rounding,article row stub printed as '4' in the extracted text; model identified as HXZ4 from the populated factor columns and confirmed by the discussion on article p.948; article label HXZ4; bootstrap empirical p-value printed in square brackets
TBL6_HXZ4_lambda_ME,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,q_factor,lambda_me,0.09,2,shanken_t_statistic,0.47,published_rounding,article row stub printed as '4' in the extracted text; model identified as HXZ4 from the populated factor columns and confirmed by the discussion on article p.948; article label HXZ4; risk price in %; t-ratio carries no significance stars
TBL6_HXZ4_lambda_ME_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,q_factor,lambda_me,0.09,2,empirical_bootstrap_p_value,0.805,published_rounding,article row stub printed as '4' in the extracted text; model identified as HXZ4 from the populated factor columns and confirmed by the discussion on article p.948; article label HXZ4; bootstrap empirical p-value printed in square brackets
TBL6_HXZ4_lambda_IA,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,q_factor,lambda_ia,0.32,2,shanken_t_statistic,2.99,published_rounding,article row stub printed as '4' in the extracted text; model identified as HXZ4 from the populated factor columns and confirmed by the discussion on article p.948; article label HXZ4; risk price in %; t-ratio marked ***; */**/*** = 10%/5%/1% significance of the Shanken t-ratio
TBL6_HXZ4_lambda_IA_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,q_factor,lambda_ia,0.32,2,empirical_bootstrap_p_value,0.001,published_rounding,article row stub printed as '4' in the extracted text; model identified as HXZ4 from the populated factor columns and confirmed by the discussion on article p.948; article label HXZ4; bootstrap empirical p-value printed in square brackets
TBL6_HXZ4_lambda_ROE,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,q_factor,lambda_roe,-0.21,2,shanken_t_statistic,-1.15,published_rounding,article row stub printed as '4' in the extracted text; model identified as HXZ4 from the populated factor columns and confirmed by the discussion on article p.948; article label HXZ4; risk price in %; t-ratio carries no significance stars
TBL6_HXZ4_lambda_ROE_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,q_factor,lambda_roe,-0.21,2,empirical_bootstrap_p_value,0.438,published_rounding,article row stub printed as '4' in the extracted text; model identified as HXZ4 from the populated factor columns and confirmed by the discussion on article p.948; article label HXZ4; bootstrap empirical p-value printed in square brackets
TBL6_HXZ4_chi2,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,q_factor,chi_square,86.55,2,asymptotic_p_value,0.046,published_rounding,article row stub printed as '4' in the extracted text; model identified as HXZ4 from the populated factor columns and confirmed by the discussion on article p.948; chi-square test of joint significance of pricing errors; asymptotic p-value printed in parentheses
TBL6_HXZ4_chi2_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,q_factor,chi_square,86.55,2,empirical_bootstrap_p_value,0.050,published_rounding,article row stub printed as '4' in the extracted text; model identified as HXZ4 from the populated factor columns and confirmed by the discussion on article p.948; same chi-square statistic as TBL6_HXZ4_chi2; bootstrap empirical p-value printed in square brackets
TBL6_HXZ4_R2OLS,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,q_factor,r2_ols,0.68,2,empirical_bootstrap_p_value,0.000,published_rounding,article row stub printed as '4' in the extracted text; model identified as HXZ4 from the populated factor columns and confirmed by the discussion on article p.948; cross-sectional OLS R2; empirical p-value in square brackets
TBL6_HXZ4_R2C,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,q_factor,r2_constrained,0.30,2,none,,published_rounding,article row stub printed as '4' in the extracted text; model identified as HXZ4 from the populated factor columns and confirmed by the discussion on article p.948; constrained cross-sectional R2 (column RC2); no p-value or t-statistic is printed for this column; statistic name r2_constrained is outside the base schema enumeration because Table 6 reports this extra column
TBL6_FF5_lambda_M,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_5,lambda_market,0.61,2,shanken_t_statistic,2.93,published_rounding,article row stub printed as '5' in the extracted text; model identified as FF5 from the populated factor columns and confirmed by the discussion on article p.948; article label FF5; risk price in %; t-ratio marked ***; */**/*** = 10%/5%/1% significance of the Shanken t-ratio
TBL6_FF5_lambda_M_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_5,lambda_market,0.61,2,empirical_bootstrap_p_value,0.002,published_rounding,article row stub printed as '5' in the extracted text; model identified as FF5 from the populated factor columns and confirmed by the discussion on article p.948; article label FF5; bootstrap empirical p-value printed in square brackets
TBL6_FF5_lambda_SMB,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_5,lambda_smb,-0.03,2,shanken_t_statistic,-0.13,published_rounding,article row stub printed as '5' in the extracted text; model identified as FF5 from the populated factor columns and confirmed by the discussion on article p.948; article label FF5; risk price in %; t-ratio carries no significance stars
TBL6_FF5_lambda_SMB_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_5,lambda_smb,-0.03,2,empirical_bootstrap_p_value,0.944,published_rounding,article row stub printed as '5' in the extracted text; model identified as FF5 from the populated factor columns and confirmed by the discussion on article p.948; article label FF5; bootstrap empirical p-value printed in square brackets
TBL6_FF5_lambda_HML,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_5,lambda_hml,0.43,2,shanken_t_statistic,2.79,published_rounding,article row stub printed as '5' in the extracted text; model identified as FF5 from the populated factor columns and confirmed by the discussion on article p.948; article label FF5; risk price in %; t-ratio marked ***; */**/*** = 10%/5%/1% significance of the Shanken t-ratio
TBL6_FF5_lambda_HML_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_5,lambda_hml,0.43,2,empirical_bootstrap_p_value,0.003,published_rounding,article row stub printed as '5' in the extracted text; model identified as FF5 from the populated factor columns and confirmed by the discussion on article p.948; article label FF5; bootstrap empirical p-value printed in square brackets
TBL6_FF5_lambda_RMW,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_5,lambda_rmw,-0.13,2,shanken_t_statistic,-0.94,published_rounding,article row stub printed as '5' in the extracted text; model identified as FF5 from the populated factor columns and confirmed by the discussion on article p.948; article label FF5; risk price in %; t-ratio carries no significance stars
TBL6_FF5_lambda_RMW_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_5,lambda_rmw,-0.13,2,empirical_bootstrap_p_value,0.561,published_rounding,article row stub printed as '5' in the extracted text; model identified as FF5 from the populated factor columns and confirmed by the discussion on article p.948; article label FF5; bootstrap empirical p-value printed in square brackets
TBL6_FF5_lambda_CMA,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_5,lambda_cma,0.24,2,shanken_t_statistic,2.31,published_rounding,article row stub printed as '5' in the extracted text; model identified as FF5 from the populated factor columns and confirmed by the discussion on article p.948; article label FF5; risk price in %; t-ratio marked **; */**/*** = 10%/5%/1% significance of the Shanken t-ratio
TBL6_FF5_lambda_CMA_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_5,lambda_cma,0.24,2,empirical_bootstrap_p_value,0.029,published_rounding,article row stub printed as '5' in the extracted text; model identified as FF5 from the populated factor columns and confirmed by the discussion on article p.948; article label FF5; bootstrap empirical p-value printed in square brackets
TBL6_FF5_chi2,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_5,chi_square,83.49,2,asymptotic_p_value,0.061,published_rounding,article row stub printed as '5' in the extracted text; model identified as FF5 from the populated factor columns and confirmed by the discussion on article p.948; chi-square test of joint significance of pricing errors; asymptotic p-value printed in parentheses
TBL6_FF5_chi2_empp,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_5,chi_square,83.49,2,empirical_bootstrap_p_value,0.058,published_rounding,article row stub printed as '5' in the extracted text; model identified as FF5 from the populated factor columns and confirmed by the discussion on article p.948; same chi-square statistic as TBL6_FF5_chi2; bootstrap empirical p-value printed in square brackets
TBL6_FF5_R2OLS,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_5,r2_ols,0.74,2,empirical_bootstrap_p_value,0.000,published_rounding,article row stub printed as '5' in the extracted text; model identified as FF5 from the populated factor columns and confirmed by the discussion on article p.948; cross-sectional OLS R2; empirical p-value in square brackets
TBL6_FF5_R2C,Table 6,article_pdf:p.949:Table 6,all_seven_families_joint,fama_french_5,r2_constrained,0.52,2,none,,published_rounding,article row stub printed as '5' in the extracted text; model identified as FF5 from the populated factor columns and confirmed by the discussion on article p.948; constrained cross-sectional R2 (column RC2); no p-value or t-statistic is printed for this column; statistic name r2_constrained is outside the base schema enumeration because Table 6 reports this extra column
TBL5_BM_D1_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,book_to_market,market_plus_fedfunds_innovation,mean_excess_return_d1,0.38,2,none,,published_rounding,article Table 5 panel A (BM); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_BM_D1_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,book_to_market,market_plus_fedfunds_innovation,risk_premium_market_d1,0.66,2,none,,published_rounding,article Table 5 panel A (BM); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_BM_D1_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,book_to_market,market_plus_fedfunds_innovation,risk_premium_rate_d1,-0.20,2,none,,published_rounding,article Table 5 panel A (BM); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_BM_D1_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,book_to_market,market_plus_fedfunds_innovation,pricing_error_d1,-0.08,2,none,,published_rounding,article Table 5 panel A (BM); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_BM_D10_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,book_to_market,market_plus_fedfunds_innovation,mean_excess_return_d10,1.07,2,none,,published_rounding,article Table 5 panel A (BM); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_BM_D10_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,book_to_market,market_plus_fedfunds_innovation,risk_premium_market_d10,0.58,2,none,,published_rounding,article Table 5 panel A (BM); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_BM_D10_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,book_to_market,market_plus_fedfunds_innovation,risk_premium_rate_d10,0.39,2,none,,published_rounding,article Table 5 panel A (BM); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_BM_D10_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,book_to_market,market_plus_fedfunds_innovation,pricing_error_d10,0.11,2,none,,published_rounding,article Table 5 panel A (BM); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_BM_DIF_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,book_to_market,market_plus_fedfunds_innovation,mean_excess_return_dif,-0.69,2,none,,published_rounding,article Table 5 panel A (BM); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_BM_DIF_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,book_to_market,market_plus_fedfunds_innovation,risk_premium_market_dif,0.08,2,none,,published_rounding,article Table 5 panel A (BM); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_BM_DIF_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,book_to_market,market_plus_fedfunds_innovation,risk_premium_rate_dif,-0.59,2,none,,published_rounding,article Table 5 panel A (BM); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_BM_DIF_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,book_to_market,market_plus_fedfunds_innovation,pricing_error_dif,-0.18,2,none,,published_rounding,article Table 5 panel A (BM); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_DUR_D1_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,equity_duration,market_plus_fedfunds_innovation,mean_excess_return_d1,0.83,2,none,,published_rounding,article Table 5 panel B (DUR); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_DUR_D1_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,equity_duration,market_plus_fedfunds_innovation,risk_premium_market_d1,0.64,2,none,,published_rounding,article Table 5 panel B (DUR); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_DUR_D1_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,equity_duration,market_plus_fedfunds_innovation,risk_premium_rate_d1,0.17,2,none,,published_rounding,article Table 5 panel B (DUR); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_DUR_D1_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,equity_duration,market_plus_fedfunds_innovation,pricing_error_d1,0.02,2,none,,published_rounding,article Table 5 panel B (DUR); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_DUR_D10_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,equity_duration,market_plus_fedfunds_innovation,mean_excess_return_d10,0.31,2,none,,published_rounding,article Table 5 panel B (DUR); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_DUR_D10_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,equity_duration,market_plus_fedfunds_innovation,risk_premium_market_d10,0.75,2,none,,published_rounding,article Table 5 panel B (DUR); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_DUR_D10_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,equity_duration,market_plus_fedfunds_innovation,risk_premium_rate_d10,-0.30,2,none,,published_rounding,article Table 5 panel B (DUR); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_DUR_D10_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,equity_duration,market_plus_fedfunds_innovation,pricing_error_d10,-0.14,2,none,,published_rounding,article Table 5 panel B (DUR); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_DUR_DIF_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,equity_duration,market_plus_fedfunds_innovation,mean_excess_return_dif,0.52,2,none,,published_rounding,article Table 5 panel B (DUR); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_DUR_DIF_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,equity_duration,market_plus_fedfunds_innovation,risk_premium_market_dif,-0.11,2,none,,published_rounding,article Table 5 panel B (DUR); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_DUR_DIF_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,equity_duration,market_plus_fedfunds_innovation,risk_premium_rate_dif,0.48,2,none,,published_rounding,article Table 5 panel B (DUR); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_DUR_DIF_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,equity_duration,market_plus_fedfunds_innovation,pricing_error_dif,0.16,2,none,,published_rounding,article Table 5 panel B (DUR); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_EP_D1_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,earnings_to_price,market_plus_fedfunds_innovation,mean_excess_return_d1,0.38,2,none,,published_rounding,article Table 5 panel C (EP); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_EP_D1_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,earnings_to_price,market_plus_fedfunds_innovation,risk_premium_market_d1,0.70,2,none,,published_rounding,article Table 5 panel C (EP); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_EP_D1_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,earnings_to_price,market_plus_fedfunds_innovation,risk_premium_rate_d1,-0.30,2,none,,published_rounding,article Table 5 panel C (EP); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_EP_D1_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,earnings_to_price,market_plus_fedfunds_innovation,pricing_error_d1,-0.02,2,none,,published_rounding,article Table 5 panel C (EP); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_EP_D10_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,earnings_to_price,market_plus_fedfunds_innovation,mean_excess_return_d10,0.96,2,none,,published_rounding,article Table 5 panel C (EP); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_EP_D10_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,earnings_to_price,market_plus_fedfunds_innovation,risk_premium_market_d10,0.57,2,none,,published_rounding,article Table 5 panel C (EP); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_EP_D10_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,earnings_to_price,market_plus_fedfunds_innovation,risk_premium_rate_d10,0.28,2,none,,published_rounding,article Table 5 panel C (EP); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_EP_D10_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,earnings_to_price,market_plus_fedfunds_innovation,pricing_error_d10,0.11,2,none,,published_rounding,article Table 5 panel C (EP); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_EP_DIF_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,earnings_to_price,market_plus_fedfunds_innovation,mean_excess_return_dif,-0.58,2,none,,published_rounding,article Table 5 panel C (EP); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_EP_DIF_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,earnings_to_price,market_plus_fedfunds_innovation,risk_premium_market_dif,0.14,2,none,,published_rounding,article Table 5 panel C (EP); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_EP_DIF_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,earnings_to_price,market_plus_fedfunds_innovation,risk_premium_rate_dif,-0.58,2,none,,published_rounding,article Table 5 panel C (EP); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_EP_DIF_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,earnings_to_price,market_plus_fedfunds_innovation,pricing_error_dif,-0.13,2,none,,published_rounding,article Table 5 panel C (EP); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_REV_D1_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,long_term_reversal,market_plus_fedfunds_innovation,mean_excess_return_d1,0.96,2,none,,published_rounding,article Table 5 panel D (REV); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_REV_D1_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,long_term_reversal,market_plus_fedfunds_innovation,risk_premium_market_d1,0.78,2,none,,published_rounding,article Table 5 panel D (REV); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_REV_D1_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,long_term_reversal,market_plus_fedfunds_innovation,risk_premium_rate_d1,0.07,2,none,,published_rounding,article Table 5 panel D (REV); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_REV_D1_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,long_term_reversal,market_plus_fedfunds_innovation,pricing_error_d1,0.11,2,none,,published_rounding,article Table 5 panel D (REV); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_REV_D10_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,long_term_reversal,market_plus_fedfunds_innovation,mean_excess_return_d10,0.55,2,none,,published_rounding,article Table 5 panel D (REV); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_REV_D10_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,long_term_reversal,market_plus_fedfunds_innovation,risk_premium_market_d10,0.79,2,none,,published_rounding,article Table 5 panel D (REV); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_REV_D10_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,long_term_reversal,market_plus_fedfunds_innovation,risk_premium_rate_d10,-0.18,2,none,,published_rounding,article Table 5 panel D (REV); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_REV_D10_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,long_term_reversal,market_plus_fedfunds_innovation,pricing_error_d10,-0.06,2,none,,published_rounding,article Table 5 panel D (REV); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_REV_DIF_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,long_term_reversal,market_plus_fedfunds_innovation,mean_excess_return_dif,0.41,2,none,,published_rounding,article Table 5 panel D (REV); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_REV_DIF_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,long_term_reversal,market_plus_fedfunds_innovation,risk_premium_market_dif,-0.01,2,none,,published_rounding,article Table 5 panel D (REV); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_REV_DIF_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,long_term_reversal,market_plus_fedfunds_innovation,risk_premium_rate_dif,0.25,2,none,,published_rounding,article Table 5 panel D (REV); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_REV_DIF_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,long_term_reversal,market_plus_fedfunds_innovation,pricing_error_dif,0.17,2,none,,published_rounding,article Table 5 panel D (REV); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IA_D1_MEAN_EXCESS_RETURN,Table 5,article_pdf:p.944:Table 5,investment_to_assets,market_plus_fedfunds_innovation,mean_excess_return_d1,0.76,2,none,,published_rounding,article Table 5 panel E (IA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IA_D1_RISK_PREMIUM_MARKET,Table 5,article_pdf:p.944:Table 5,investment_to_assets,market_plus_fedfunds_innovation,risk_premium_market_d1,0.61,2,none,,published_rounding,article Table 5 panel E (IA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IA_D1_RISK_PREMIUM_RATE,Table 5,article_pdf:p.944:Table 5,investment_to_assets,market_plus_fedfunds_innovation,risk_premium_rate_d1,0.12,2,none,,published_rounding,article Table 5 panel E (IA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
TBL5_IA_D1_PRICING_ERROR,Table 5,article_pdf:p.944:Table 5,investment_to_assets,market_plus_fedfunds_innovation,pricing_error_d1,0.03,2,none,,published_rounding,article Table 5 panel E (IA); risk premium is beta times risk price for the named factor; D1 is the lowest decile and DIF is D1 minus D10; every DIF cell is independently quoted in the discussion on article pp.944-945 and agrees with the table
